order_no,user_id,password,gender,age,cheese_name,cheese_texture,cheese_category,buy_count,total_price
676,297918,1,F,30,버팔로 모짜렐라,후레쉬치즈,모짜렐라,1,8900
678,3222170,1,F,40,버팔로 모짜렐라,후레쉬치즈,모짜렐라,1,8900
679,4738355,1,F,40,버팔로 모짜렐라,후레쉬치즈,모짜렐라,1,8900
680,4958514,1,F,30,버팔로 모짜렐라,후레쉬치즈,모짜렐라,1,8900
681,3420134,1,M,30,버팔로 모짜렐라,후레쉬치즈,모짜렐라,1,8900
682,6364989,1,F,40,버팔로 모짜렐라,후레쉬치즈,모짜렐라,1,8900
683,3395866,1,F,40,버팔로 모짜렐라,후레쉬치즈,모짜렐라,1,8900
684,386170,1,F,30,버팔로 모짜렐라,후레쉬치즈,모짜렐라,1,8900
685,287854,1,F,30,버팔로 모짜렐라,후레쉬치즈,모짜렐라,1,8900
686,128879,1,F,30,버팔로 모짜렐라,후레쉬치즈,모짜렐라,1,8900
687,235570,1,F,30,버팔로 모짜렐라,후레쉬치즈,모짜렐라,1,8900
698,4102713,1,F,40,부라타 치즈,후레쉬치즈,부라타,1,7900
700,2615516,1,F,60,부라타 치즈,후레쉬치즈,부라타,1,7900
701,897440,1,M,30,부라타 치즈,후레쉬치즈,부라타,1,7900
702,3015902,1,F,30,부라타 치즈,후레쉬치즈,부라타,1,7900
703,1352984,1,M,30,부라타 치즈,후레쉬치즈,부라타,1,7900
704,2772002,1,F,50,부라타 치즈,후레쉬치즈,부라타,1,7900
705,5501214,1,F,30,부라타 치즈,후레쉬치즈,부라타,1,7900
706,109743,1,F,60,블루 도베르뉴,세미하드치즈,블루치즈,2,15000
707,4451358,1,F,40,블루 도베르뉴,세미하드치즈,블루치즈,3,22500
709,1554414,1,F,40,블루 도베르뉴,세미하드치즈,블루치즈,1,7500
710,3561571,1,F,40,블루 도베르뉴,세미하드치즈,블루치즈,4,30000
711,864752,1,F,30,뉴질랜드 체다 치즈 3종,세미하드치즈,체다,3,17700
713,1796919,1,F,40,뉴질랜드 체다 치즈 3종,세미하드치즈,체다,1,5900
714,1722920,1,F,30,뉴질랜드 체다 치즈 3종,세미하드치즈,체다,1,5900
715,5521416,1,F,40,뉴질랜드 체다 치즈 3종,세미하드치즈,체다,1,5900
717,6440779,1,F,30,만체고 치즈 6개월,하드치즈,만체고,1,7900
720,3514040,1,F,20,만체고 치즈 6개월,하드치즈,만체고,1,7900
721,1793353,1,F,20,만체고 치즈 6개월,하드치즈,만체고,1,7900
722,2983395,1,F,30,바질 모짜렐라 치즈,후레쉬치즈,모짜렐라,1,4600
727,1448570,1,F,50,바질 모짜렐라 치즈,후레쉬치즈,모짜렐라,1,4600
728,4703477,1,F,50,바질 모짜렐라 치즈,후레쉬치즈,모짜렐라,1,4600
729,5358544,1,M,40,바질 모짜렐라 치즈,후레쉬치즈,모짜렐라,1,4600
731,3381968,1,F,30,바질 모짜렐라 치즈,후레쉬치즈,모짜렐라,1,4600
732,6038019,1,F,30,바질 모짜렐라 치즈,후레쉬치즈,모짜렐라,1,4600
733,3764869,1,F,40,바질 모짜렐라 치즈,후레쉬치즈,모짜렐라,1,4600
734,3123840,1,F,20,바질 모짜렐라 치즈,후레쉬치즈,모짜렐라,1,4600
737,3054325,1,F,40,바질 모짜렐라 치즈,후레쉬치즈,모짜렐라,1,4600
739,5790642,1,F,40,바질 모짜렐라 치즈,후레쉬치즈,모짜렐라,1,4600
740,5815692,1,F,30,바질 모짜렐라 치즈,후레쉬치즈,모짜렐라,1,4600
741,5367232,1,F,60,바질 모짜렐라 치즈,후레쉬치즈,모짜렐라,1,4600
743,1444459,1,F,30,바질 모짜렐라 치즈,후레쉬치즈,모짜렐라,1,4600
744,1294171,1,F,30,바질 모짜렐라 치즈,후레쉬치즈,모짜렐라,1,4600
745,1305506,1,F,30,바질 모짜렐라 치즈,후레쉬치즈,모짜렐라,1,4600
746,4333067,1,F,30,바질 모짜렐라 치즈,후레쉬치즈,모짜렐라,1,4600
747,69461,1,F,40,바질 모짜렐라 치즈,후레쉬치즈,모짜렐라,1,4600
748,45513,1,M,30,바질 모짜렐라 치즈,후레쉬치즈,모짜렐라,1,4600
750,1373436,1,F,40,바질 모짜렐라 치즈,후레쉬치즈,모짜렐라,1,4600
751,1656682,1,F,20,바질 모짜렐라 치즈,후레쉬치즈,모짜렐라,1,4600
752,3079772,1,F,40,바질 모짜렐라 치즈,후레쉬치즈,모짜렐라,1,4600
753,6565320,1,F,50,바질 모짜렐라 치즈,후레쉬치즈,모짜렐라,1,4600
755,2698988,1,F,30,바질 모짜렐라 치즈,후레쉬치즈,모짜렐라,2,9200
756,4506527,1,F,40,바질 모짜렐라 치즈,후레쉬치즈,모짜렐라,1,4600
757,5955742,1,F,30,바질 모짜렐라 치즈,후레쉬치즈,모짜렐라,1,4600
759,237033,1,F,40,바질 모짜렐라 치즈,후레쉬치즈,모짜렐라,1,4600
760,4149529,1,F,50,바질 모짜렐라 치즈,후레쉬치즈,모짜렐라,1,4600
761,6091538,1,F,40,바질 모짜렐라 치즈,후레쉬치즈,모짜렐라,1,4600
762,6389368,1,F,50,바질 모짜렐라 치즈,후레쉬치즈,모짜렐라,1,4600
764,3794463,1,F,30,바질 모짜렐라 치즈,후레쉬치즈,모짜렐라,1,4600
766,5066254,1,F,40,바질 모짜렐라 치즈,후레쉬치즈,모짜렐라,1,4600
767,14325,1,F,40,바질 모짜렐라 치즈,후레쉬치즈,모짜렐라,1,4600
769,1129985,1,F,40,바질 모짜렐라 치즈,후레쉬치즈,모짜렐라,1,4600
770,4580952,1,F,50,바질 모짜렐라 치즈,후레쉬치즈,모짜렐라,1,4600
773,2044673,1,F,40,바질 모짜렐라 치즈,후레쉬치즈,모짜렐라,1,4600
775,6434368,1,F,40,바질 모짜렐라 치즈,후레쉬치즈,모짜렐라,1,4600
776,5942981,1,F,20,바질 모짜렐라 치즈,후레쉬치즈,모짜렐라,1,4600
777,5381338,1,F,30,바질 모짜렐라 치즈,후레쉬치즈,모짜렐라,1,4600
778,517355,1,F,30,바질 모짜렐라 치즈,후레쉬치즈,모짜렐라,1,4600
779,1687086,1,F,40,바질 모짜렐라 치즈,후레쉬치즈,모짜렐라,1,4600
780,6183733,1,F,30,바질 모짜렐라 치즈,후레쉬치즈,모짜렐라,1,4600
781,6547584,1,F,40,바질 모짜렐라 치즈,후레쉬치즈,모짜렐라,1,4600
782,2640334,1,F,30,바질 모짜렐라 치즈,후레쉬치즈,모짜렐라,1,4600
783,1585532,1,F,30,바질 모짜렐라 치즈,후레쉬치즈,모짜렐라,1,4600
784,6014884,1,F,30,바질 모짜렐라 치즈,후레쉬치즈,모짜렐라,1,4600
788,5975901,1,F,40,바질 모짜렐라 치즈,후레쉬치즈,모짜렐라,1,4600
791,3440466,1,F,40,미국 전통 치즈 5종,세미하드,모짜렐라,1,4900
793,1508146,1,F,40,미국 전통 치즈 5종,세미하드,모짜렐라,1,4900
795,3038298,1,F,50,미국 전통 치즈 5종,세미하드,모짜렐라,1,4900
796,1584789,1,F,30,파르미지아노 레지아노 18개월,하드치즈,파르미지아노 레지아노,1,8900
797,923260,1,M,40,파르미지아노 레지아노 18개월,하드치즈,파르미지아노 레지아노,1,8900
799,2572874,1,F,40,파르미지아노 레지아노 18개월,하드치즈,파르미지아노 레지아노,1,8900
801,33833,1,M,50,파르미지아노 레지아노 18개월,하드치즈,파르미지아노 레지아노,1,8900
804,5067541,1,M,30,바질 모짜렐라 치즈,후레쉬치즈,모짜렐라,1,4600
806,4508472,1,F,30,모짜렐라,후레쉬치즈,모짜렐라,1,5500
807,4179916,1,F,30,모짜렐라,후레쉬치즈,모짜렐라,1,5500
812,4442333,1,F,30,모짜렐라,후레쉬치즈,모짜렐라,1,5500
814,4297300,1,F,30,모짜렐라,후레쉬치즈,모짜렐라,1,5500
815,6398785,1,F,40,모짜렐라,후레쉬치즈,모짜렐라,2,11000
817,1858217,1,F,50,모짜렐라,후레쉬치즈,모짜렐라,1,5500
818,3615949,1,F,40,모짜렐라,후레쉬치즈,모짜렐라,1,5500
822,5032381,1,F,30,모짜렐라,후레쉬치즈,모짜렐라,1,5500
824,543195,1,F,50,모짜렐라,후레쉬치즈,모짜렐라,2,11000
826,2892345,1,F,30,모짜렐라,후레쉬치즈,모짜렐라,1,5500
830,1611256,1,F,30,모짜렐라,후레쉬치즈,모짜렐라,1,5500
831,4650724,1,F,30,모짜렐라,후레쉬치즈,모짜렐라,1,5500
833,4322104,1,M,20,모짜렐라,후레쉬치즈,모짜렐라,1,5500
836,2617466,1,F,30,모짜렐라,후레쉬치즈,모짜렐라,1,5500
837,1496233,1,F,30,모짜렐라,후레쉬치즈,모짜렐라,1,5500
839,2868366,1,F,40,모짜렐라,후레쉬치즈,모짜렐라,1,5500
841,2411913,1,F,40,모짜렐라,후레쉬치즈,모짜렐라,1,5500
844,749378,1,M,30,모짜렐라,후레쉬치즈,모짜렐라,1,5500
845,5997918,1,F,40,모짜렐라 로그,후레쉬치즈,모짜렐라,1,15900
846,1902266,1,F,30,모짜렐라 로그,후레쉬치즈,모짜렐라,1,15900
848,417311,1,F,40,모짜렐라 로그,후레쉬치즈,모짜렐라,1,15900
854,5411289,1,F,40,모짜렐라 로그,후레쉬치즈,모짜렐라,1,15900
855,4509821,1,F,20,모짜렐라 로그,후레쉬치즈,모짜렐라,1,15900
856,876324,1,F,30,모짜렐라 로그,후레쉬치즈,모짜렐라,1,15900
858,3536844,1,M,40,모짜렐라 로그,후레쉬치즈,모짜렐라,1,15900
859,4162858,1,F,30,모짜렐라 로그,후레쉬치즈,모짜렐라,1,15900
860,6246370,1,F,40,모짜렐라 로그,후레쉬치즈,모짜렐라,1,15900
861,1364358,1,F,40,모짜렐라 로그,후레쉬치즈,모짜렐라,1,15900
862,5382465,1,F,40,모짜렐라 로그,후레쉬치즈,모짜렐라,1,15900
863,3191929,1,F,40,모짜렐라 로그,후레쉬치즈,모짜렐라,2,31800
864,4865854,1,F,30,모짜렐라 로그,후레쉬치즈,모짜렐라,1,15900
866,2854397,1,F,50,리코타,후레쉬치즈,리코타,1,6860
868,5376398,1,F,30,리코타,후레쉬치즈,리코타,1,6860
871,104901,1,F,30,리코타,후레쉬치즈,리코타,2,13720
872,3531812,1,F,40,고트 치즈,소프트치즈,블루치즈,2,15000
876,2466705,1,M,30,고트 치즈,소프트치즈,블루치즈,2,15000
879,6577044,1,F,40,고트 치즈,소프트치즈,블루치즈,2,15000
881,3290745,1,F,40,고트 치즈,소프트치즈,블루치즈,2,15000
882,5654895,1,F,40,고트 치즈,소프트치즈,블루치즈,1,7500
914,373873,1,F,40,고트 치즈,소프트치즈,블루치즈,1,7500
917,5711164,1,M,30,고트 치즈,소프트치즈,블루치즈,1,7500
919,2620470,1,F,40,버팔로 모짜렐라,후레쉬치즈,모짜렐라,1,6900
920,4601954,1,F,30,버팔로 모짜렐라,후레쉬치즈,모짜렐라,1,6900
921,6352145,1,F,40,에멘탈 치즈 2종,경성치즈,에멘탈,1,5900
923,3330060,1,F,40,에멘탈 치즈 2종,경성치즈,에멘탈,1,5900
925,4469093,1,F,40,락토스프리 리코타,후레쉬치즈,리코타,1,8900
928,2456430,1,F,40,모짜렐라 카우,후레쉬치즈,모짜렐라,2,7740
929,5731623,1,F,30,모짜렐라 카우,후레쉬치즈,모짜렐라,1,3870
932,1900416,1,F,30,모짜렐라 카우,후레쉬치즈,모짜렐라,2,7740
933,246273,1,F,30,모짜렐라 카우,후레쉬치즈,모짜렐라,2,7740
934,3520722,1,F,20,모짜렐라 카우,후레쉬치즈,모짜렐라,1,3870
935,5507013,1,F,30,모짜렐라 카우,후레쉬치즈,모짜렐라,2,7740
937,701351,1,F,30,모짜렐라 카우,후레쉬치즈,모짜렐라,2,7740
941,59183,1,F,20,모짜렐라 카우,후레쉬치즈,모짜렐라,1,3870
942,2256597,1,F,40,모짜렐라 카우,후레쉬치즈,모짜렐라,1,3870
946,2263204,1,F,30,모짜렐라 카우,후레쉬치즈,모짜렐라,1,3870
954,2790867,1,M,60,모짜렐라 카우,후레쉬치즈,모짜렐라,5,19350
955,2848773,1,F,40,모짜렐라 카우,후레쉬치즈,모짜렐라,1,3870
957,146980,1,F,40,모짜렐라 카우,후레쉬치즈,모짜렐라,5,19350
958,4269086,1,F,20,모짜렐라 카우,후레쉬치즈,모짜렐라,2,7740
961,440002,1,M,40,모짜렐라 카우,후레쉬치즈,모짜렐라,2,7740
965,6165160,1,F,40,모짜렐라 카우,후레쉬치즈,모짜렐라,2,7740
966,5786073,1,M,30,모짜렐라 카우,후레쉬치즈,모짜렐라,3,11610
967,362458,1,F,20,모짜렐라 카우,후레쉬치즈,모짜렐라,2,7740
968,6198018,1,F,30,모짜렐라 카우,후레쉬치즈,모짜렐라,5,19350
970,2279206,1,F,50,모짜렐라 카우,후레쉬치즈,모짜렐라,3,11610
971,1600849,1,F,40,모짜렐라 카우,후레쉬치즈,모짜렐라,2,7740
976,4819411,1,F,50,모짜렐라 카우,후레쉬치즈,모짜렐라,1,3870
977,2875581,1,F,50,모짜렐라 카우,후레쉬치즈,모짜렐라,1,3870
978,2277378,1,F,40,모짜렐라 카우,후레쉬치즈,모짜렐라,1,3870
979,5494323,1,F,40,모짜렐라 카우,후레쉬치즈,모짜렐라,3,11610
980,224485,1,F,40,모짜렐라 카우,후레쉬치즈,모짜렐라,1,3870
982,37268,1,F,40,모짜렐라 카우,후레쉬치즈,모짜렐라,1,3870
986,3309562,1,F,50,에멘탈 치즈,하드치즈,에멘탈,1,7200
988,6554833,1,F,30,에멘탈 치즈,하드치즈,에멘탈,1,7200
990,344882,1,M,50,에멘탈 치즈,하드치즈,에멘탈,1,7200
993,386220,1,F,40,에멘탈 치즈,하드치즈,에멘탈,1,7200
996,2645558,1,F,40,에멘탈 치즈,하드치즈,에멘탈,1,7200
997,5135229,1,F,30,에멘탈 치즈,하드치즈,에멘탈,1,7200
1000,151584,1,F,50,에멘탈 치즈,하드치즈,에멘탈,1,7200
1001,1808868,1,F,30,에멘탈 치즈,하드치즈,에멘탈,5,36000
1002,3757714,1,M,40,에멘탈 치즈,하드치즈,에멘탈,1,7200
1008,5416754,1,F,40,에멘탈 치즈,하드치즈,에멘탈,1,7200
1009,191094,1,F,40,에멘탈 치즈,하드치즈,에멘탈,1,7200
1011,846924,1,F,20,에멘탈 치즈,하드치즈,에멘탈,1,7200
1012,1464357,1,F,30,에멘탈 치즈,하드치즈,에멘탈,1,7200
1017,2075576,1,F,40,에멘탈 치즈,하드치즈,에멘탈,1,7200
1019,129391,1,F,40,에멘탈 치즈,하드치즈,에멘탈,1,7200
1023,6579397,1,M,60,에멘탈 치즈,하드치즈,에멘탈,3,21600
1024,732873,1,F,50,에멘탈 치즈,하드치즈,에멘탈,3,21600
1026,3306691,1,F,50,에멘탈 치즈,하드치즈,에멘탈,3,21600
1028,4592902,1,F,40,에멘탈 치즈,하드치즈,에멘탈,1,7200
1029,2666686,1,F,40,에멘탈 치즈,하드치즈,에멘탈,1,7200
1031,764494,1,F,40,에멘탈 치즈,하드치즈,에멘탈,1,7200
1032,4397194,1,F,20,에멘탈 치즈,하드치즈,에멘탈,2,14400
1033,872813,1,F,40,에멘탈 치즈,하드치즈,에멘탈,1,7200
1036,5885111,1,F,40,에멘탈 치즈,하드치즈,에멘탈,1,7200
1038,1799518,1,F,40,에멘탈 치즈,하드치즈,에멘탈,1,7200
1044,1499649,1,F,60,보코치니,후레쉬치즈,모짜렐라,1,6800
1046,1987790,1,F,40,보코치니,후레쉬치즈,모짜렐라,1,6800
1047,1891928,1,F,30,보코치니,후레쉬치즈,모짜렐라,1,6800
1050,6138950,1,M,30,만체고 치즈 6개월,하드치즈,만체고,2,15800
1052,2199264,1,F,30,만체고 치즈 6개월,하드치즈,만체고,1,7900
1053,5170814,1,F,40,이탈리아 부라타 120g,후레쉬치즈,부라타,1,6600
1054,4972784,1,M,40,파르미지아노 레지아노 18개월,하드치즈,파르미지아노 레지아노,1,8900
1056,3374252,1,M,40,모짜렐라 치즈,후레쉬치즈,모짜렐라,1,4600
1057,6590595,1,M,40,모짜렐라 치즈,후레쉬치즈,모짜렐라,1,4600
1059,3314814,1,F,40,모짜렐라 치즈,후레쉬치즈,모짜렐라,1,4600
1060,3786314,1,F,50,리코타 치즈,후레쉬치즈,리코타,1,4600
1062,4921193,1,F,40,버팔로 모짜렐라,후레쉬치즈,모짜렐라,1,9600
1064,6487351,1,M,40,락토스프리 모짜렐라,후레쉬치즈,모짜렐라,1,5700
1067,3396720,1,F,30,락토스프리 모짜렐라,후레쉬치즈,모짜렐라,1,5700
1068,1150733,1,F,30,락토스프리 모짜렐라,후레쉬치즈,모짜렐라,2,11400
1069,885903,1,M,50,리코타 치즈,후레쉬치즈,리코타,1,4600
1070,2357899,1,M,40,리코타 치즈,후레쉬치즈,리코타,1,4600
1072,3251944,1,F,40,리코타 치즈,후레쉬치즈,리코타,1,4600
1073,3033570,1,F,30,파르미지아노 레지아노 22개월,하드치즈,파르미지아노 레지아노,2,11800
1075,566842,1,M,30,리코타 치즈,후레쉬치즈,리코타,1,11900
1076,4956621,1,F,30,리코타 치즈,후레쉬치즈,리코타,1,11900
1078,2638545,1,F,30,리코타 치즈,후레쉬치즈,리코타,1,11900
1081,2517139,1,F,40,리코타 치즈,후레쉬치즈,리코타,1,11900
1088,2245559,1,F,30,리코타 치즈,후레쉬치즈,리코타,1,11900
1092,3219071,1,M,40,리코타 치즈,후레쉬치즈,리코타,1,11900
1096,3194338,1,F,30,리코타 치즈,후레쉬치즈,리코타,1,11900
1097,3988939,1,F,30,리코타 치즈,후레쉬치즈,리코타,3,35700
1098,2460716,1,F,30,리코타 치즈,후레쉬치즈,리코타,1,11900
1101,6204957,1,F,30,리코타 치즈,후레쉬치즈,리코타,1,11900
1102,5069271,1,F,30,덴마크 브리 치즈,소프트치즈,브리,1,4165
1103,4161755,1,F,50,덴마크 브리 치즈,소프트치즈,브리,2,8330
1104,2331339,1,F,30,덴마크 브리 치즈,소프트치즈,브리,1,4165
1105,5413852,1,F,30,덴마크 브리 치즈,소프트치즈,브리,12,49980
1108,3554561,1,F,30,덴마크 브리 치즈,소프트치즈,브리,1,4165
1110,3442031,1,F,20,덴마크 브리 치즈,소프트치즈,브리,1,4165
1112,793414,1,F,50,덴마크 브리 치즈,소프트치즈,브리,1,4165
1114,284153,1,F,30,덴마크 브리 치즈,소프트치즈,브리,1,4165
1115,1121451,1,F,30,덴마크 브리 치즈,소프트치즈,브리,3,12495
1118,4453128,1,F,60,덴마크 브리 치즈,소프트치즈,브리,6,24990
1119,2363879,1,M,30,덴마크 브리 치즈,소프트치즈,브리,1,4165
1120,5002068,1,F,30,덴마크 브리 치즈,소프트치즈,브리,4,16660
1121,4754610,1,F,30,덴마크 브리 치즈,소프트치즈,브리,2,8330
1123,3989410,1,F,30,덴마크 브리 치즈,소프트치즈,브리,2,8330
1124,4003168,1,F,20,덴마크 브리 치즈,소프트치즈,브리,1,4165
1126,3744093,1,F,30,덴마크 브리 치즈,소프트치즈,브리,3,12495
1127,5852691,1,F,30,덴마크 브리 치즈,소프트치즈,브리,2,8330
1129,61567,1,F,40,덴마크 브리 치즈,소프트치즈,브리,6,24990
1130,5103027,1,F,40,덴마크 브리 치즈,소프트치즈,브리,2,8330
1132,2987226,1,F,30,덴마크 브리 치즈,소프트치즈,브리,2,8330
1134,5068467,1,F,30,덴마크 브리 치즈,소프트치즈,브리,1,4165
1137,6033980,1,F,30,덴마크 브리 치즈,소프트치즈,브리,1,4165
1138,1526482,1,F,30,덴마크 브리 치즈,소프트치즈,브리,1,4165
1143,6049597,1,F,20,덴마크 브리 치즈,소프트치즈,브리,1,4165
1144,5307953,1,F,40,덴마크 브리 치즈,소프트치즈,브리,2,8330
1145,1595133,1,F,20,덴마크 브리 치즈,소프트치즈,브리,1,4165
1146,1976132,1,F,30,덴마크 브리 치즈,소프트치즈,브리,5,20825
1147,3617555,1,F,30,덴마크 브리 치즈,소프트치즈,브리,4,16660
1148,5036268,1,F,40,덴마크 브리 치즈,소프트치즈,브리,1,4165
1151,4048402,1,F,30,덴마크 브리 치즈,소프트치즈,브리,1,4165
1153,3724111,1,F,30,덴마크 브리 치즈,소프트치즈,브리,1,4165
1154,1441534,1,F,40,덴마크 브리 치즈,소프트치즈,브리,1,4165
1158,6219688,1,F,30,덴마크 브리 치즈,소프트치즈,브리,7,29155
1159,5546334,1,F,30,덴마크 브리 치즈,소프트치즈,브리,2,8330
1160,851097,1,F,20,덴마크 브리 치즈,소프트치즈,브리,1,4165
