order_no,user_id,password,gender,age,cheese_name,cheese_texture,cheese_category,buy_count,total_price,name_no,name,phone,email
460,1187813,1,F,30,바이에른탈러 에멘탈 치즈,하드치즈,에멘탈,1,6400,460,채자욱,010-1111-1111,LzH698@gamil.com
462,6086844,1,F,30,바이에른탈러 에멘탈 치즈,하드치즈,에멘탈,1,6400,462,임익후,010-1111-1111,naj254@naver.com
465,356278,1,F,40,바이에른탈러 에멘탈 치즈,하드치즈,에멘탈,1,6400,465,주병실,010-1111-1111,vYK244@naver.com
467,3290130,1,F,40,바이에른탈러 에멘탈 치즈,하드치즈,에멘탈,1,6400,467,황소묵,010-1111-1111,BQv960@naver.com
468,5123757,1,F,40,바이에른탈러 에멘탈 치즈,하드치즈,에멘탈,2,12800,468,노배월,010-1111-1111,Xgq130@gamil.com
469,5409621,1,F,30,바이에른탈러 에멘탈 치즈,하드치즈,에멘탈,1,6400,469,편선범,010-1111-1111,TSF306@naver.com
470,6218165,1,F,40,바이에른탈러 에멘탈 치즈,하드치즈,에멘탈,1,6400,470,인헌번,010-1111-1111,ZPT538@gamil.com
471,4668818,1,F,40,바이에른탈러 에멘탈 치즈,하드치즈,에멘탈,1,6400,471,지율래,010-1111-1111,obZ878@naver.com
472,6048148,1,M,30,바이에른탈러 에멘탈 치즈,하드치즈,에멘탈,1,6400,472,국열문,010-1111-1111,Jdq450@gamil.com
474,1715065,1,F,50,바이에른탈러 에멘탈 치즈,하드치즈,에멘탈,3,19200,474,신산아,010-1111-1111,SkJ186@gamil.com
475,5261539,1,F,30,바이에른탈러 에멘탈 치즈,하드치즈,에멘탈,2,12800,475,표초은,010-1111-1111,sJf232@naver.com
479,1975218,1,F,20,바이에른탈러 에멘탈 치즈,하드치즈,에멘탈,1,6400,479,홍근더,010-1111-1111,WWC530@naver.com
480,907926,1,F,50,바이에른탈러 에멘탈 치즈,하드치즈,에멘탈,4,25600,480,김만사,010-1111-1111,fYM456@gamil.com
481,1509950,1,F,40,바이에른탈러 에멘탈 치즈,하드치즈,에멘탈,1,6400,481,명기한,010-1111-1111,ffD870@naver.com
482,673596,1,F,40,바이에른탈러 에멘탈 치즈,하드치즈,에멘탈,1,6400,482,이빈얀,010-1111-1111,Rox440@naver.com
483,2802572,1,F,40,바이에른탈러 에멘탈 치즈,하드치즈,에멘탈,2,12800,483,오면시,010-1111-1111,pRJ232@naver.com
487,3459511,1,F,40,바이에른탈러 에멘탈 치즈,하드치즈,에멘탈,1,6400,487,구박요,010-1111-1111,EBL338@naver.com
488,5261672,1,F,30,바이에른탈러 에멘탈 치즈,하드치즈,에멘탈,2,12800,488,양두상,010-1111-1111,UrV220@gamil.com
489,2499264,1,F,50,바이에른탈러 에멘탈 치즈,하드치즈,에멘탈,2,12800,489,곽천새,010-1111-1111,nmm854@naver.com
490,5757456,1,F,40,바이에른탈러 에멘탈 치즈,하드치즈,에멘탈,1,6400,490,왕겸지,010-1111-1111,tCK244@gamil.com
491,5911097,1,F,40,바이에른탈러 에멘탈 치즈,하드치즈,에멘탈,1,6400,491,용관공,010-1111-1111,hwo288@gamil.com
493,6014305,1,F,50,바이에른탈러 에멘탈 치즈,하드치즈,에멘탈,1,6400,493,기빈사,010-1111-1111,MXq120@gamil.com
494,2363834,1,F,30,바이에른탈러 에멘탈 치즈,하드치즈,에멘탈,4,25600,494,선운삼,010-1111-1111,rWE940@gamil.com
495,4173643,1,M,40,바이에른탈러 에멘탈 치즈,하드치즈,에멘탈,1,6400,495,양조일,010-1111-1111,AQq478@naver.com
496,4921305,1,F,30,바이에른탈러 에멘탈 치즈,하드치즈,에멘탈,3,19200,496,양반제,010-1111-1111,cFD726@naver.com
497,1548080,1,F,30,미국 전통 치즈 5종,세미하드,체다,1,4900,497,홍묵휴,010-1111-1111,uYS514@naver.com
500,4438218,1,F,30,미국 전통 치즈 5종,세미하드,체다,2,9800,500,염창욱,010-1111-1111,ptJ792@gamil.com
502,2346443,1,F,30,미국 전통 치즈 5종,세미하드,체다,1,4900,502,엄혜명,010-1111-1111,hrv128@gamil.com
504,5947684,1,F,40,미국 전통 치즈 5종,세미하드,체다,3,14700,504,추훔항,010-1111-1111,UGa70@gamil.com
507,1294147,1,F,30,미국 전통 치즈 5종,세미하드,체다,1,4900,507,용견나,010-1111-1111,YLC238@gamil.com
508,716621,1,F,50,캄보졸라 치즈,소프트치즈,블루치즈,1,6400,508,임심재,010-1111-1111,VMv498@gamil.com
510,4887937,1,F,40,캄보졸라 치즈,소프트치즈,블루치즈,1,6400,510,임전고,010-1111-1111,HLP960@gamil.com
511,2753953,1,F,40,캄보졸라 치즈,소프트치즈,블루치즈,1,6400,511,조부일,010-1111-1111,Yji224@naver.com
513,4650540,1,M,20,캄보졸라 치즈,소프트치즈,블루치즈,1,6400,513,여빛율,010-1111-1111,Fay160@naver.com
517,2994063,1,F,30,에멘탈 슬라이스,세미하드치즈,에멘탈,1,5500,517,여섭세,010-1111-1111,hmS404@naver.com
518,2171399,1,F,30,에멘탈 슬라이스,세미하드치즈,에멘탈,1,5500,518,변보부,010-1111-1111,eAs492@gamil.com
519,194812,1,F,30,에멘탈 슬라이스,세미하드치즈,에멘탈,1,5500,519,곽충중,010-1111-1111,BUY950@gamil.com
522,76110,1,F,40,버팔로 모짜렐라,후레쉬치즈,모짜렐라,1,9600,522,방복윤,010-1111-1111,QxP324@gamil.com
528,5972747,1,M,30,버팔로 모짜렐라,후레쉬치즈,모짜렐라,9,86400,528,진흠웅,010-1111-1111,BOY372@naver.com
529,1684456,1,F,30,파르미지아노 레지아노,하드치즈,파르미지아노 레지아노,3,22200,529,최치걸,010-1111-1111,KwL224@naver.com
532,5894961,1,M,50,캄보졸라 치즈,소프트치즈,블루치즈,1,6400,532,이랑운,010-1111-1111,UAc304@naver.com
533,2654688,1,F,40,버팔로 모짜렐라,후레쉬치즈,모짜렐라,1,8900,533,기면택,010-1111-1111,OKo370@naver.com
534,146199,1,F,40,리코타 치즈,후레쉬치즈,리코타,1,11900,534,모리섭,010-1111-1111,wsg446@gamil.com
535,2545621,1,F,30,리코타 치즈,후레쉬치즈,리코타,1,11900,535,표치규,010-1111-1111,kQv782@naver.com
538,5774814,1,F,40,만체고 치즈 12개월,하드치즈,만체고,1,9700,538,서현관,010-1111-1111,hRh168@gamil.com
539,1486884,1,F,30,만체고 치즈 12개월,하드치즈,만체고,1,9700,539,박추효,010-1111-1111,kuM634@naver.com
540,3134515,1,F,30,모짜렐라 로그,후레쉬치즈,모짜렐라,1,15900,540,변인애,010-1111-1111,fVd142@naver.com
541,6163606,1,F,40,모짜렐라 로그,후레쉬치즈,모짜렐라,1,15900,541,용판헌,010-1111-1111,ZPR200@gamil.com
542,4654312,1,F,40,모짜렐라 로그,후레쉬치즈,모짜렐라,1,15900,542,위현용,010-1111-1111,wmM64@gamil.com
543,4446225,1,F,50,모짜렐라 로그,후레쉬치즈,모짜렐라,1,15900,543,천종재,010-1111-1111,LWk956@gamil.com
544,5142281,1,F,60,모짜렐라 로그,후레쉬치즈,모짜렐라,3,47700,544,마시실,010-1111-1111,inO684@gamil.com
546,5883780,1,F,40,모짜렐라 로그,후레쉬치즈,모짜렐라,1,15900,546,현겸회,010-1111-1111,YdJ726@naver.com
547,201470,1,F,40,모짜렐라 로그,후레쉬치즈,모짜렐라,1,15900,547,손엄부,010-1111-1111,PkZ318@gamil.com
549,3175116,1,F,40,모짜렐라 로그,후레쉬치즈,모짜렐라,1,15900,549,추율양,010-1111-1111,vGR70@gamil.com
552,6465246,1,F,60,모짜렐라 로그,후레쉬치즈,모짜렐라,1,15900,552,변병묵,010-1111-1111,PCh90@gamil.com
554,5053729,1,M,30,모짜렐라 로그,후레쉬치즈,모짜렐라,1,15900,554,방랑림,010-1111-1111,LTC506@naver.com
555,521169,1,F,30,모짜렐라 로그,후레쉬치즈,모짜렐라,1,15900,555,염균온,010-1111-1111,qyU32@gamil.com
556,2666440,1,F,40,모짜렐라 로그,후레쉬치즈,모짜렐라,1,15900,556,천선성,010-1111-1111,lnQ72@gamil.com
557,1539294,1,F,40,모짜렐라 로그,후레쉬치즈,모짜렐라,1,15900,557,길현묵,010-1111-1111,zVG954@gamil.com
558,1966831,1,F,40,모짜렐라 로그,후레쉬치즈,모짜렐라,1,15900,558,선담중,010-1111-1111,rsS314@naver.com
559,1037022,1,F,30,모짜렐라 로그,후레쉬치즈,모짜렐라,1,15900,559,편이해,010-1111-1111,TvK140@naver.com
560,2594530,1,F,30,파르미지아노 레지아노,하드치즈,파르미지아노 레지아노,1,7900,560,서미빛,010-1111-1111,qOJ354@gamil.com
561,2762577,1,F,30,파르미지아노 레지아노,하드치즈,파르미지아노 레지아노,1,7900,561,손성용,010-1111-1111,jae612@gamil.com
577,215338,1,F,30,파르미지아노 레지아노,하드치즈,파르미지아노 레지아노,1,7900,577,변견담,010-1111-1111,HUx780@gamil.com
585,5989174,1,F,30,파르미지아노 레지아노,하드치즈,파르미지아노 레지아노,1,7900,585,안숙형,010-1111-1111,pMs216@gamil.com
588,225205,1,M,40,파르미지아노 레지아노,하드치즈,파르미지아노 레지아노,1,7900,588,인래길,010-1111-1111,jsm180@gamil.com
592,4341188,1,M,30,파르미지아노 레지아노,하드치즈,파르미지아노 레지아노,10,79000,592,강얀도,010-1111-1111,RPU454@gamil.com
594,6139984,1,F,40,파르미지아노 레지아노,하드치즈,파르미지아노 레지아노,2,15800,594,박늘면,010-1111-1111,WNH130@gamil.com
596,567937,1,F,40,파르미지아노 레지아노,하드치즈,파르미지아노 레지아노,1,7900,596,용겸준,010-1111-1111,ulo172@naver.com
598,6323260,1,F,40,파르미지아노 레지아노,하드치즈,파르미지아노 레지아노,4,31600,598,허뜸솔,010-1111-1111,arq82@gamil.com
599,5522479,1,F,30,리코타,후레쉬치즈,리코타,1,6860,599,남개선,010-1111-1111,szn752@gamil.com
601,540713,1,F,30,리코타,후레쉬치즈,리코타,1,6860,601,곽동타,010-1111-1111,gJY954@naver.com
603,5389597,1,F,20,리코타,후레쉬치즈,리코타,2,13720,603,민애하,010-1111-1111,OaZ990@naver.com
604,2964972,1,F,40,리코타,후레쉬치즈,리코타,1,6860,604,국소황,010-1111-1111,vJa640@gamil.com
605,6077648,1,F,30,리코타,후레쉬치즈,리코타,1,6860,605,방예섭,010-1111-1111,dSy848@naver.com
606,6180394,1,M,40,리코타,후레쉬치즈,리코타,1,6860,606,장의으,010-1111-1111,vIb624@gamil.com
608,5787255,1,F,40,리코타,후레쉬치즈,리코타,2,13720,608,정석타,010-1111-1111,EbY456@gamil.com
610,3680984,1,F,40,리코타,후레쉬치즈,리코타,3,20580,610,연준율,010-1111-1111,PyW760@gamil.com
611,5963473,1,F,30,리코타,후레쉬치즈,리코타,1,6860,611,여아유,010-1111-1111,bln488@gamil.com
612,5912784,1,F,40,리코타,후레쉬치즈,리코타,1,6860,612,선설빈,010-1111-1111,Hxm334@naver.com
613,1514531,1,F,50,리코타,후레쉬치즈,리코타,1,6860,613,한지려,010-1111-1111,nuk688@gamil.com
614,3390002,1,F,30,리코타,후레쉬치즈,리코타,1,6860,614,소중언,010-1111-1111,XBd134@naver.com
615,919734,1,M,30,리코타,후레쉬치즈,리코타,2,13720,615,임건황,010-1111-1111,rQW148@naver.com
616,3021328,1,F,40,리코타,후레쉬치즈,리코타,2,13720,616,진향권,010-1111-1111,AyU50@gamil.com
617,2113138,1,F,30,리코타,후레쉬치즈,리코타,1,6860,617,현소윤,010-1111-1111,cae526@naver.com
618,3861721,1,F,30,리코타,후레쉬치즈,리코타,1,6860,618,강다익,010-1111-1111,Src372@naver.com
619,6008220,1,F,30,리코타,후레쉬치즈,리코타,1,6860,619,민화번,010-1111-1111,QJp190@naver.com
620,1025499,1,F,30,리코타,후레쉬치즈,리코타,1,6860,620,장구람,010-1111-1111,rmK82@gamil.com
621,4248256,1,F,30,리코타,후레쉬치즈,리코타,1,6860,621,장관마,010-1111-1111,aBq722@naver.com
622,2670953,1,F,30,리코타,후레쉬치즈,리코타,1,6860,622,지탁조,010-1111-1111,ZvM384@naver.com
623,5987916,1,F,50,리코타,후레쉬치즈,리코타,1,6860,623,공위휘,010-1111-1111,TLb336@naver.com
625,6554504,1,M,40,리코타,후레쉬치즈,리코타,1,6860,625,유천슬,010-1111-1111,hKb902@naver.com
626,2907636,1,F,30,리코타,후레쉬치즈,리코타,1,6860,626,하춘숭,010-1111-1111,fmU788@gamil.com
628,4800547,1,F,40,리코타,후레쉬치즈,리코타,1,6860,628,안곤미,010-1111-1111,yyg76@gamil.com
629,341677,1,F,40,리코타,후레쉬치즈,리코타,1,6860,629,송요선,010-1111-1111,bMS964@naver.com
630,2729797,1,F,30,리코타,후레쉬치즈,리코타,1,6860,630,장황창,010-1111-1111,ngT582@gamil.com
631,6228735,1,M,30,리코타,후레쉬치즈,리코타,1,6860,631,제헌주,010-1111-1111,RNk446@gamil.com
632,6161098,1,F,20,리코타,후레쉬치즈,리코타,2,13720,632,권우오,010-1111-1111,JAt520@naver.com
633,6426816,1,F,30,리코타,후레쉬치즈,리코타,1,6860,633,도롱숭,010-1111-1111,mzg222@naver.com
634,459404,1,F,40,리코타,후레쉬치즈,리코타,2,13720,634,석순얀,010-1111-1111,vgj774@naver.com
635,860280,1,F,50,버팔로 모짜렐라,후레쉬치즈,모짜렐라,1,6900,635,반래솔,010-1111-1111,bOX340@gamil.com
644,4894397,1,F,40,모짜렐라 로그,후레쉬치즈,모짜렐라,1,15900,644,황묵누,010-1111-1111,JYB488@naver.com
645,5809613,1,F,40,리코타 치즈,후레쉬치즈,리코타,1,4600,645,모휴인,010-1111-1111,GFB420@naver.com
647,6490236,1,F,40,리코타 치즈,후레쉬치즈,리코타,1,4600,647,임혜경,010-1111-1111,wUe870@naver.com
648,3028292,1,F,50,리코타 치즈,후레쉬치즈,리코타,1,4600,648,지항완,010-1111-1111,JTC384@naver.com
649,4836864,1,F,30,리코타 치즈,후레쉬치즈,리코타,1,4600,649,신천준,010-1111-1111,CdF808@gamil.com
650,6295098,1,M,40,리코타 치즈,후레쉬치즈,리코타,1,4600,650,방철춘,010-1111-1111,qXe16@gamil.com
651,5771252,1,F,40,리코타 치즈,후레쉬치즈,리코타,1,4600,651,차림마,010-1111-1111,oSA850@gamil.com
652,2921086,1,M,40,리코타 치즈,후레쉬치즈,리코타,1,4600,652,민직림,010-1111-1111,TPP710@naver.com
653,4624850,1,F,40,리코타 치즈,후레쉬치즈,리코타,1,4600,653,어설롱,010-1111-1111,qCz870@gamil.com
654,4587315,1,F,40,리코타 치즈,후레쉬치즈,리코타,1,11900,654,원박헌,010-1111-1111,uDW724@gamil.com
655,4561152,1,F,50,리코타 치즈,후레쉬치즈,리코타,1,11900,655,임환동,010-1111-1111,RjU418@naver.com
656,3928213,1,F,40,리코타 치즈,후레쉬치즈,리코타,1,11900,656,명신우,010-1111-1111,IrG368@gamil.com
658,3767886,1,F,50,버팔로 모짜렐라,후레쉬치즈,모짜렐라,1,8900,658,진관손,010-1111-1111,OUu816@gamil.com
659,6160699,1,F,30,버팔로 모짜렐라,후레쉬치즈,모짜렐라,1,8900,659,방언혁,010-1111-1111,SBE96@naver.com
660,3794457,1,F,50,버팔로 모짜렐라,후레쉬치즈,모짜렐라,1,8900,660,명오더,010-1111-1111,QkI868@gamil.com
661,4469725,1,F,40,버팔로 모짜렐라,후레쉬치즈,모짜렐라,1,8900,661,장구오,010-1111-1111,YdJ788@gamil.com
664,4507897,1,F,30,버팔로 모짜렐라,후레쉬치즈,모짜렐라,1,8900,664,김엽율,010-1111-1111,PNp282@gamil.com
667,1373318,1,F,50,버팔로 모짜렐라,후레쉬치즈,모짜렐라,1,8900,667,국진악,010-1111-1111,Arr158@gamil.com
668,3185146,1,F,20,버팔로 모짜렐라,후레쉬치즈,모짜렐라,1,8900,668,길번유,010-1111-1111,Cgu12@naver.com
669,457047,1,F,30,버팔로 모짜렐라,후레쉬치즈,모짜렐라,1,8900,669,용해악,010-1111-1111,tLN194@naver.com
670,2490856,1,F,30,버팔로 모짜렐라,후레쉬치즈,모짜렐라,1,8900,670,남식디,010-1111-1111,SxI246@gamil.com
671,4582780,1,F,20,버팔로 모짜렐라,후레쉬치즈,모짜렐라,1,8900,671,노흥반,010-1111-1111,FNE936@naver.com
673,3068850,1,M,30,버팔로 모짜렐라,후레쉬치즈,모짜렐라,15,133500,673,신출호,010-1111-1111,IXq10@naver.com
674,2810091,1,F,30,버팔로 모짜렐라,후레쉬치즈,모짜렐라,2,17800,674,장유겸,010-1111-1111,gwk174@naver.com
675,2987565,1,F,20,버팔로 모짜렐라,후레쉬치즈,모짜렐라,1,8900,675,임이익,010-1111-1111,qKu980@naver.com
676,297918,1,F,30,버팔로 모짜렐라,후레쉬치즈,모짜렐라,1,8900,676,편권무,010-1111-1111,YKA866@gamil.com
678,3222170,1,F,40,버팔로 모짜렐라,후레쉬치즈,모짜렐라,1,8900,678,유노복,010-1111-1111,jxF566@naver.com
679,4738355,1,F,40,버팔로 모짜렐라,후레쉬치즈,모짜렐라,1,8900,679,조요근,010-1111-1111,Yrd572@naver.com
680,4958514,1,F,30,버팔로 모짜렐라,후레쉬치즈,모짜렐라,1,8900,680,박심범,010-1111-1111,rWu568@naver.com
681,3420134,1,M,30,버팔로 모짜렐라,후레쉬치즈,모짜렐라,1,8900,681,양권배,010-1111-1111,nKO224@gamil.com
682,6364989,1,F,40,버팔로 모짜렐라,후레쉬치즈,모짜렐라,1,8900,682,주선창,010-1111-1111,wgw146@naver.com
683,3395866,1,F,40,버팔로 모짜렐라,후레쉬치즈,모짜렐라,1,8900,683,임으가,010-1111-1111,arG338@naver.com
684,386170,1,F,30,버팔로 모짜렐라,후레쉬치즈,모짜렐라,1,8900,684,길들평,010-1111-1111,TEZ960@naver.com
685,287854,1,F,30,버팔로 모짜렐라,후레쉬치즈,모짜렐라,1,8900,685,장섬관,010-1111-1111,tcj838@gamil.com
686,128879,1,F,30,버팔로 모짜렐라,후레쉬치즈,모짜렐라,1,8900,686,기빛현,010-1111-1111,amc288@gamil.com
687,235570,1,F,30,버팔로 모짜렐라,후레쉬치즈,모짜렐라,1,8900,687,신부향,010-1111-1111,Axn526@naver.com
698,4102713,1,F,40,부라타 치즈,후레쉬치즈,부라타,1,7900,698,백광백,010-1111-1111,PHk104@gamil.com
700,2615516,1,F,60,부라타 치즈,후레쉬치즈,부라타,1,7900,700,하한만,010-1111-1111,IEa74@gamil.com
701,897440,1,M,30,부라타 치즈,후레쉬치즈,부라타,1,7900,701,명황남,010-1111-1111,Vav202@naver.com
702,3015902,1,F,30,부라타 치즈,후레쉬치즈,부라타,1,7900,702,양옥여,010-1111-1111,UKn44@gamil.com
703,1352984,1,M,30,부라타 치즈,후레쉬치즈,부라타,1,7900,703,유식항,010-1111-1111,qJo618@naver.com
704,2772002,1,F,50,부라타 치즈,후레쉬치즈,부라타,1,7900,704,조향길,010-1111-1111,RDi614@naver.com
705,5501214,1,F,30,부라타 치즈,후레쉬치즈,부라타,1,7900,705,류평들,010-1111-1111,xSZ484@gamil.com
706,109743,1,F,60,블루 도베르뉴,세미하드치즈,블루치즈,2,15000,706,백근안,010-1111-1111,Mpm966@gamil.com
707,4451358,1,F,40,블루 도베르뉴,세미하드치즈,블루치즈,3,22500,707,양양출,010-1111-1111,yiL458@naver.com
709,1554414,1,F,40,블루 도베르뉴,세미하드치즈,블루치즈,1,7500,709,표진타,010-1111-1111,iUd620@naver.com
710,3561571,1,F,40,블루 도베르뉴,세미하드치즈,블루치즈,4,30000,710,유경규,010-1111-1111,TUf630@gamil.com
711,864752,1,F,30,뉴질랜드 체다 치즈 3종,세미하드치즈,체다,3,17700,711,석번사,010-1111-1111,Pvo476@gamil.com
713,1796919,1,F,40,뉴질랜드 체다 치즈 3종,세미하드치즈,체다,1,5900,713,엄석홍,010-1111-1111,YRT162@naver.com
714,1722920,1,F,30,뉴질랜드 체다 치즈 3종,세미하드치즈,체다,1,5900,714,금늘위,010-1111-1111,BDX780@gamil.com
715,5521416,1,F,40,뉴질랜드 체다 치즈 3종,세미하드치즈,체다,1,5900,715,반휴솔,010-1111-1111,CJr374@naver.com
717,6440779,1,F,30,만체고 치즈 6개월,하드치즈,만체고,1,7900,717,지우세,010-1111-1111,Hdz496@naver.com
720,3514040,1,F,20,만체고 치즈 6개월,하드치즈,만체고,1,7900,720,나춘삼,010-1111-1111,uWz624@gamil.com
721,1793353,1,F,20,만체고 치즈 6개월,하드치즈,만체고,1,7900,721,윤예부,010-1111-1111,MmK764@gamil.com
722,2983395,1,F,30,바질 모짜렐라 치즈,후레쉬치즈,모짜렐라,1,4600,722,주한걸,010-1111-1111,wAB654@naver.com
